fire_id,cause_id,agency_id,time_id,collection_method,acres_burned,shape_area,shape_length,duration_days
9957,14,1,4395,,565.2471,3472875.609375,9645.51235418899,
9958,9,1,4395,,560.5157,3628544.4296875,9663.94308890314,
9959,14,1,904,,547.8884,3648723.8359375,10954.06973432,
9960,14,2,4396,,529.0127,3145248.60546875,9306.72083962565,
9961,9,3,4397,8.0,500.5814,2895017.2734375,8226.17903824954,2.0
9962,14,1,904,,490.9594,3131632.55859375,8789.89702281077,
9963,14,5,904,8.0,467.597,3229327.87109375,10715.6028539904,
9964,2,1,4370,,442.8927,2903853.42578125,10137.5804132965,
9965,9,3,904,,431.0327,2577304.8203125,7054.18759758183,
9966,2,1,4398,,421.4512,2412151.59375,6499.65933454772,
9967,14,3,904,,418.5955,2440361.93359375,7089.69522015989,
9968,7,1,4399,,410.8111,2786266.5546875,8986.54827499991,
9969,1,4,4400,4.0,406.9138,2630450.5,8721.98937297032,11.0
9970,14,1,4377,,405.4174,2905174.81640625,11191.2825752719,
9971,14,2,4378,,387.7737,2302793.703125,7487.30308194528,
9972,14,1,4401,,369.7194,2150724.58203125,7950.51205773694,
9973,14,1,904,,365.2539,2336098.171875,9035.55535548139,
9974,3,3,4400,8.0,362.0423,2635200.05859375,7505.49389968062,3.0
9975,7,1,4402,,357.7318,2315998.55859375,5918.46864298915,
9976,14,1,4395,,349.7397,2559562.66796875,6307.35462366459,
9977,9,1,4403,,348.6903,2280885.58984375,6056.52025054481,
9978,7,1,4402,,348.273,2264260.97265625,6432.5799755015,
9979,9,1,4363,,347.7159,2355426.328125,6357.79464598201,
9980,9,1,4370,,340.7475,2006021.38671875,6948.70981829454,
9981,14,1,4404,,334.975,2266944.4609375,7403.67124811102,
9982,14,1,904,,299.1812,1905710.09375,5373.20961043351,
9983,1,1,4367,,297.3004,1925329.078125,5856.81811266794,
9984,1,3,4381,8.0,295.0766,2149566.4921875,7091.68867754871,3.0
9985,14,3,904,,286.8362,1699188.4375,5278.68090609475,
9986,14,1,904,,268.2064,1576775.78125,5986.81193849241,
9987,1,4,4398,8.0,266.0853,1665918.94921875,12536.9579900823,94.0
9988,14,1,4366,,263.9595,1731743.0078125,5403.58317514965,
9989,10,1,4395,,262.9018,1713137.9609375,5598.6239754463,
9990,8,1,4405,,259.9123,1523152.265625,6407.47005231195,
9991,9,1,4406,,258.2122,1520484.74609375,5811.10439168389,
9992,1,3,904,,247.8362,1574438.6875,8500.08901671317,
9993,1,4,4383,4.0,247.3049,1603794.9609375,6537.94173760509,6.0
9994,9,1,4386,,240.9477,1424120.546875,5622.25393447087,
9995,14,1,4407,,233.4977,1343701.3359375,5745.26474344132,
9996,14,1,904,,232.2579,1476673.84375,4740.12546413991,
9997,14,3,904,,212.7552,1326360.06640625,4810.59678248761,
9998,14,3,904,,212.7342,1263443.5390625,4752.56978178189,
9999,9,3,904,,210.7198,1308827.05078125,5405.80747345366,
10000,14,1,904,,204.5334,1206925.203125,4443.2062192474,
10001,18,4,4408,8.0,196.6356,1236451.8203125,11002.3515439855,6.0
10002,1,3,4381,8.0,195.2968,1414532.734375,4847.78720852586,3.0
10003,14,3,904,,188.1693,1115170.3046875,4813.78336886824,
10004,14,2,4409,,172.8256,1014628.31640625,8744.54940145727,
10005,11,8,4410,4.0,150.9385,904976.921875,4357.32436366232,0.0
10006,8,3,4411,8.0,150.001,865294.171875,4784.2028463816,1.0
10007,11,5,4412,8.0,140.7127,853935.3359375,4329.46806951873,0.0
10008,1,3,904,,139.1309,869645.02734375,4393.20800822897,
10009,14,1,904,,132.7839,811426.12109375,3438.70347925741,
10010,14,1,904,,122.2356,719910.2734375,3185.7288545727,
10011,14,2,4413,,120.454,718680.859375,4428.60380629564,
10012,1,4,4414,4.0,120.1715,779862.51953125,5005.4939112011,99.0
10013,1,3,4370,,116.7558,776084.91796875,3461.60521484403,
10014,2,5,4365,8.0,113.4858,699260.42578125,3429.40106736294,0.0
10015,14,3,904,,113.1058,678212.53125,3245.7336246491,
10016,11,5,4415,8.0,108.3485,765240.8671875,4107.43614804399,0.0
10017,2,5,4405,8.0,104.6242,684214.6953125,4412.11933495317,1.0
10018,9,5,4416,8.0,103.5134,628012.07421875,4128.26665463056,0.0
10019,14,1,904,,101.7213,597800.9140625,3375.78768181972,
10020,14,3,904,,97.72213,569110.05859375,3334.36496972119,
10021,14,2,4365,,94.75078,567264.87109375,4258.44331487461,
10022,1,4,904,,88.42616,575149.64453125,3154.44521987247,
10023,14,1,904,,87.41571,512466.96875,2974.2740229638,
10024,14,2,4417,,86.00869,512551.796875,3393.7955137664,
10025,1,3,4372,,84.93967,582185.94140625,3513.68510291116,0.0
10026,14,3,904,,84.03497,497927.9453125,3020.65223248946,
10027,1,4,904,,81.9213,529482.95703125,2954.30242920974,
10028,14,3,904,,75.99451,452283.25390625,2863.43746169644,
10029,1,3,4418,8.0,72.32319,521734.55078125,3485.85074134209,1.0
10030,14,3,904,,72.105,423046.79296875,2567.64847358232,
10031,14,1,904,,71.70202,423089.296875,3379.74132880996,
10032,14,2,4419,,71.64154,426935.6953125,3815.93821933529,
10033,1,4,4420,8.0,70.9718,445349.54296875,4038.546753925,98.0
10034,2,5,4421,8.0,65.9389,406330.63671875,3050.14645902951,0.0
10035,1,4,4377,8.0,56.50394,356521.32421875,3073.57352450337,110.0
10036,1,4,904,,54.52016,354507.015625,2509.11276650293,
10037,2,5,4422,8.0,53.59407,355780.671875,2234.51240757788,0.0
10038,9,3,4423,8.0,52.83677,349444.3671875,2131.12400974264,1.0
10039,7,3,4396,8.0,49.7882,357302.6953125,2121.66422324397,0.0
10040,9,3,904,,49.38551,295241.9921875,2018.74598876247,
10041,14,2,4378,,47.91773,284174.94140625,2221.69008824022,
10042,14,2,4424,,43.95281,259605.95703125,2907.31780140552,
10043,14,2,4425,,43.80577,260210.64453125,2318.23513761531,
10044,8,8,4426,4.0,43.00023,258220.8515625,3474.35531030028,0.0
10045,2,8,4427,4.0,42.70137,256740.2890625,2635.43620469941,0.0
10046,14,2,4419,,40.18108,239715.71484375,2119.13419783043,
10047,14,2,4428,,39.42541,233508.97265625,2833.2431731286,
10048,15,4,4429,8.0,38.25701,239912.16015625,2987.85243639017,0.0
10049,14,2,4430,,35.47294,209305.79296875,2507.658512446,
10050,7,3,4431,8.0,33.94648,208425.2265625,1996.86141629658,0.0
10051,1,4,904,,32.04501,207140.8046875,1918.06806380395,
10052,14,2,4432,,26.36558,156903.48828125,1678.3508237267,
10053,14,2,4433,,25.74032,152301.578125,1531.80340170154,
10054,9,3,4434,,22.90811,145836.63671875,1544.56740317403,
10055,14,2,4435,,20.05805,119342.546875,2025.43034331172,
10056,1,3,4418,,19.91563,140897.6484375,1332.32516449028,
10057,14,3,4418,,19.91539,140796.88671875,1331.84781645935,
10058,7,3,4363,8.0,19.91495,142453.015625,1339.65867691635,1.0
10059,7,3,4436,8.0,19.91469,142839.296875,1341.47380286266,0.0
10060,9,5,4381,8.0,19.54945,119417.48046875,1662.88278967901,0.0
10061,9,3,4437,,18.68591,126881.37890625,1547.89217589454,0.0
10062,9,3,4437,,18.51911,125747.37890625,1441.45489064822,
10063,4,3,4438,8.0,15.44996,105059.35546875,1240.29129130616,1.0
10064,1,3,4365,8.0,14.24308,102972.28515625,1829.00961604154,1.0
10065,1,3,4381,8.0,14.10667,102210.74609375,1303.58820875393,1.0
10066,5,3,4439,8.0,13.8185,95015.7890625,1242.42083116215,0.0
10067,7,3,4440,8.0,13.08848,81160.9453125,1137.81586140915,
10068,1,3,4441,8.0,13.07711,82754.1484375,1152.5507922926,
10069,14,2,4381,,12.23532,71773.4609375,1766.74514713669,
10070,1,4,4433,8.0,11.92365,77602.6484375,1206.66853949813,75.0
10071,14,2,4365,,11.58987,68748.69921875,1102.01592500646,
10072,9,3,904,,10.74109,71636.87890625,964.915395366284,
10073,9,8,4442,4.0,10.30682,61751.703125,1319.27284020456,0.0
10074,3,5,4443,,9.545264,69039.71875,986.540410377589,
10075,14,2,4444,,7.980135,47248.7734375,887.810766217362,
10076,1,3,4367,8.0,7.785174,56639.421875,1089.80383344376,1.0
10077,1,3,904,,7.263185,46488.4375,779.955441720083,
10078,1,3,4385,8.0,6.282233,38988.94140625,756.670628310772,1.0
10079,14,2,4445,,6.187496,36711.98046875,1298.45016673254,
10080,14,2,4381,,6.022539,35743.8515625,887.099056997332,
10081,7,3,4446,8.0,5.974874,41707.78125,724.881405116355,0.0
10082,14,3,4418,,5.974554,42297.66796875,729.989285456527,
10083,14,3,4418,,5.974485,42316.1796875,730.149111431421,
10084,14,3,4393,,5.974208,43076.046875,736.675561443811,
10085,14,2,4447,,5.289947,31287.921875,681.613239327323,
10086,2,3,4448,8.0,5.212158,37779.52734375,817.215013543016,1.0
10087,14,2,4448,,5.031409,29795.421875,664.666480261701,
10088,2,3,4449,8.0,4.978929,35658.75,670.257115812724,1.0
10089,14,3,4450,,4.978879,35712.15234375,670.758937764809,
10090,14,3,4450,,4.978745,35586.3359375,669.57615437509,
10091,2,3,4411,8.0,3.983075,28656.95703125,600.860062205519,0.0
10092,7,3,4405,8.0,3.98291,28568.8046875,599.93646075425,0.0
10093,5,3,4436,,3.725332,26095.2109375,584.866046945674,
10094,7,3,4383,8.0,3.526207,21864.9921875,633.466227634786,1.0
10095,14,3,4418,,2.987477,21107.046875,515.670353781565,
10096,14,3,4418,,2.987375,21096.84375,515.545607371407,
10097,7,3,4396,8.0,2.987221,21403.48046875,519.278513077949,0.0
10098,7,3,4419,8.0,2.9871,21421.26171875,519.4944671624,0.0
10099,14,1,4451,,5770.718,38468800.84375,37099.2717290623,
10100,1,4,4452,8.0,3102.127,20089875.1796875,32763.642657417,17.0
10101,4,3,4451,8.0,2849.141,17039841.0742188,22424.3564371747,3.0
10102,14,1,4453,,2643.192,17901122.1914063,25969.0814820673,
10103,14,1,4454,,2299.281,14447317.6367188,16601.498707364,
10104,14,1,904,,2093.918,13898800.25,16128.860347269,
10105,1,4,4455,4.0,1730.946,11291787.265625,19744.0281697126,15.0
10106,14,1,4456,,1622.755,10550506.2382813,24327.6769612657,
10107,2,1,4457,,1609.206,9205374.29296875,17664.0470799542,
10108,4,3,4458,8.0,1504.888,8949350.40625,14459.1275998702,19.0
10109,1,4,4455,4.0,1312.219,8562286.83984375,14175.7183659247,15.0
10110,9,3,4459,8.0,1109.354,7773318.16015625,13165.1234283776,4.0
10111,5,3,4460,8.0,1082.121,7387518.1953125,11338.6491339185,4.0
10112,5,3,4461,,1009.315,6810589.68359375,14711.8794410399,
10113,1,4,4462,8.0,764.5753,4791437.94921875,13664.8590737526,71.0
10114,14,2,4463,,702.2806,4177508.90625,15143.1562023004,
10115,14,3,904,,541.7117,3221160.06640625,9731.57298511833,
10116,5,1,4464,,517.1557,3508227.7265625,8150.56476407559,
10117,14,1,904,,515.8021,3462458.38671875,7363.11035129956,
10118,1,5,4465,,461.7668,3330000.61328125,10289.871917914,
10119,1,4,4452,8.0,440.2787,2850787.26171875,8175.9704353693,17.0
10120,1,3,4462,8.0,433.1463,3069409.9609375,8613.80622216741,9.0
10121,7,3,4455,8.0,392.5997,2751454.76953125,9301.64224409632,3.0
10122,14,3,904,,279.1453,1653821.39453125,5215.890330119,
10123,14,1,4465,,273.542,1962667.48828125,6943.11798518775,
10124,14,3,904,,269.1508,1594888.81640625,5061.76495016811,
10125,1,3,4466,8.0,268.6796,1950377.4765625,6621.73869383166,10.0
10126,14,1,4451,,251.7918,1680522.8984375,6188.80805563145,
10127,7,2,4463,,222.0677,1294901.37890625,5894.84778343042,
10128,14,3,904,,215.6868,1280799.95703125,4702.500781817,
10129,4,5,4467,8.0,207.9082,1334468.46875,9034.9247987541,1.0
10130,14,1,4468,,201.3156,1396322.7578125,6370.6429731542,
10131,5,1,4469,,197.9306,1398979.54296875,4827.04225792282,
10132,14,2,4470,,180.1997,1068210.60546875,6035.66401766598,
10133,3,3,4471,8.0,157.8692,1127695.16796875,4568.9975618884,2.0
10134,1,3,4472,8.0,153.9712,1018314.015625,3637.95959322738,10.0
10135,14,2,4473,,147.1473,873260.84375,6614.30701741173,
10136,1,4,4474,8.0,143.0501,903839.32421875,5398.39094804865,100.0
10137,2,3,4475,8.0,136.6883,990918.95703125,5005.03813489613,31.0
10138,14,2,4476,,135.1353,803945.67578125,6002.37359159724,
10139,14,3,904,,109.1232,647848.90234375,4322.92209866458,
10140,1,3,4477,8.0,106.4852,657748.6953125,5050.16339989173,
10141,14,1,4478,,104.3394,611696.31640625,3154.39482859313,
10142,14,1,4473,,100.5584,578892.87109375,3512.04693526044,
10143,14,3,904,,91.7968,540574.828125,3037.99273742703,
10144,11,8,4479,4.0,89.36652,535833.22265625,3697.99974176334,0.0
10145,14,3,904,,89.22124,523044.7578125,3176.25457436165,
10146,9,3,4461,8.0,83.93256,574402.14453125,3703.07597723494,3.0
10147,14,1,904,,80.74528,475262.4453125,3369.18620393382,
10148,4,1,4480,,77.85385,452385.92578125,4329.32313926824,
10149,1,4,4481,8.0,62.97952,396579.37109375,2897.34159157706,85.0
10150,14,8,4482,4.0,59.71465,359307.1328125,2647.13822660517,0.0
10151,5,3,4461,8.0,58.84504,389164.109375,3082.95773198664,3.0
10152,14,2,4483,,54.19364,356432.16796875,2749.97886039289,
10153,14,1,4484,,51.07567,295472.48828125,2487.48043819465,
10154,14,2,4485,,50.86356,300162.96484375,3480.04929006275,
10155,2,1,4486,,50.40365,296680.1640625,2215.4127623256,
10156,1,4,4452,8.0,49.97479,323620.734375,2016.64846235483,10.0
10157,5,3,4461,8.0,48.98544,329478.80078125,2262.02915719684,2.0
10158,14,1,4474,,46.05816,266662.75,2361.99127006758,
10159,5,3,4461,8.0,44.8788,302455.8671875,2302.45157951714,2.0
10160,9,3,4451,8.0,38.23729,273712.89453125,1856.97467797051,3.0
10161,14,4,904,,38.11596,272397.51953125,2765.21279013407,
10162,9,3,4487,8.0,37.89082,256741.1015625,1847.83582723674,1.0
10163,5,3,4488,8.0,37.03901,252568.0078125,1976.76171861643,23.0
10164,5,3,4461,8.0,31.48531,215860.58984375,1997.02732465331,3.0
10165,14,2,4476,,27.17518,161069.0234375,2170.01014569193,
10166,4,4,4473,8.0,26.69842,167647.11328125,2318.30854865895,16.0
10167,1,5,4489,8.0,24.45385,154162.4921875,1801.53557841078,0.0
10168,14,5,904,8.0,22.46243,159171.17578125,2949.81923651632,
10169,1,3,4490,8.0,21.83161,158000.359375,1529.44554166972,7.0
10170,7,3,4491,8.0,18.57755,115185.0234375,2404.05130838851,0.0
10171,2,3,4492,6.0,17.92005,116996.01171875,1301.77374972249,1.0
10172,5,3,4461,8.0,17.50286,117118.078125,1233.76451243293,1.0
10173,9,3,4461,,17.48979,119258.78125,1545.69510003998,0.0
10174,1,3,4475,,15.40018,98240.984375,1369.21443138319,
10175,14,3,904,,12.16582,72332.6875,1186.75469195825,
10176,2,3,4493,8.0,11.85105,80792.8359375,1224.79040241969,0.0
10177,7,3,4494,8.0,9.957878,69347.32421875,934.70213189646,0.0
10178,9,3,4495,8.0,9.956834,72983.4375,958.893417168285,1.0
10179,14,4,904,8.0,9.223039,59796.44140625,1566.52030029724,
10180,1,5,4455,8.0,8.396216,52530.2109375,1201.71701735035,0.0
10181,1,4,904,,7.423754,48188.34765625,898.915976662397,
10182,1,5,4496,8.0,4.330795,30403.11328125,625.194757627035,0.0
10183,14,3,4462,,2.987431,21256.0234375,517.485681308939,
10184,14,3,4462,,2.987355,21257.6640625,517.506946748571,
10185,3,3,4497,,2.987332,21871.8359375,524.929517025979,
10186,2,1,4498,,131504.2,909061321.933594,152210.817773216,
10187,1,3,4499,8.0,35861.47,249940015.832031,76223.5944662061,9.0
10188,1,3,4500,8.0,22882.61,141085171.132813,68867.6806618149,26.0
10189,14,2,4501,,20539.84,122526153.402344,56066.5123110045,
10190,1,4,4502,8.0,17757.62,114994792.183594,77593.6119919724,
10191,14,5,904,8.0,14471.32,101978259.628906,49551.7083385998,
10192,14,5,904,8.0,8504.438,60109538.7460938,37528.1601646245,
10193,14,2,904,,7883.514,46461376.1054688,37128.5489576281,
10194,1,2,4502,,7799.51,47182272.3046875,33084.5108272098,
10195,1,4,4502,4.0,6102.429,39499781.4609375,33452.3359152808,13.0
10196,14,2,4503,,4978.084,29349797.296875,63719.017675853,
10197,14,1,4499,,4875.888,33945840.3398438,36894.4618365745,
10198,14,1,4504,,4658.471,33316653.1601563,33081.180679685,7.0
10199,7,3,4503,8.0,4424.882,26407817.6796875,29643.4238452979,6.0
10200,9,3,4505,8.0,3990.913,23446542.7109375,42078.4493334747,18.0
10201,9,3,4506,8.0,3746.265,23751796.2265625,28649.4814134469,4.0
10202,1,3,4499,8.0,3372.72,23147012.7265625,21418.9304986376,25.0
10203,7,1,4507,,3314.027,19204693.3125,28640.7787237077,
10204,14,1,4499,,3068.87,21289641.5234375,37859.7790850354,
10205,14,2,4501,,2974.562,17759083.765625,18817.2662735446,
10206,1,1,4499,,2900.713,20358378.546875,18854.5400463816,
10207,1,4,4508,8.0,2787.009,17607378.8515625,24520.9928127705,108.0
10208,9,1,4509,,2760.891,15949530.078125,19904.9040398613,
10209,14,1,4499,,2757.58,19224080.3632813,26534.2767775364,
10210,14,2,4510,,2641.092,15769935.09375,27417.6419846748,
10211,9,1,4511,8.0,2449.105,15989216.2695313,18182.9521608876,
10212,14,1,4512,,2378.758,14955397.765625,21239.5869817134,
10213,9,3,4513,8.0,2062.641,12017274.328125,16234.8336494115,1.0
10214,9,3,4514,,1942.038,12553757.8398438,17067.1162413457,3.0
10215,14,1,904,,1921.793,12900282.0820313,19483.7105397302,
10216,14,1,4515,,1768.389,11352009.109375,21211.6215920075,
10217,1,3,4516,,1562.451,10689831.734375,15678.8482942179,0.0
10218,1,3,4517,8.0,1495.734,10322415.8320313,17141.1985367729,2.0
10219,1,3,4518,8.0,1481.766,10784215.3398438,16099.5960523488,56.0
10220,14,1,4519,,1452.953,10042318.7148438,14625.9180064614,
10221,1,1,4499,,1444.312,10186215.8359375,16140.5514863559,
10222,14,1,4499,,1226.031,8549461.0390625,20035.1759884021,
10223,14,3,904,,934.3168,5586354.35546875,9167.63155328047,
10224,14,1,4520,,867.0367,5436823.39453125,10195.8402141423,
10225,1,4,4498,4.0,828.801,5411138.94140625,12532.3900425843,7.0
10226,14,2,4512,,734.5658,4371479.265625,14129.3463145562,
10227,14,1,904,,728.298,4268408.01953125,10513.8860768941,
10228,14,3,904,,718.3991,4260804.42578125,13359.0589580989,
10229,1,1,4504,,707.3187,5027624.32421875,13495.7699979763,
10230,14,1,4521,,692.3407,4560660.9921875,11028.8950202296,
10231,1,4,904,,570.0374,3701620.26171875,10939.7379184156,
10232,9,3,4522,8.0,568.4937,3392955.4375,10215.5163236388,3.0
10233,1,4,4498,4.0,552.4727,3601862.16015625,13282.0418323282,3319.0
10234,1,3,4499,8.0,550.6905,3890629.5,9790.13641123033,6.0
10235,5,1,4523,,541.8443,3684529.0625,7697.00302695407,
10236,3,3,4524,8.0,530.3874,3754460.46875,8486.80266818172,2.0
10237,14,2,4525,,521.9331,3110164.20703125,11619.0546925539,
10238,10,1,904,6.0,514.8445,3257133.6953125,10390.4900028398,
10239,8,3,4526,8.0,496.7889,3421960.0390625,10195.2188883399,4.0
10240,1,1,4499,,491.9942,3514983.33203125,10110.9271855717,
10241,9,3,904,,474.7327,2848745.55859375,8014.54011898489,
10242,1,1,4527,,439.1105,3039678.4296875,8650.67385287302,
10243,14,2,4525,,403.2377,2401383.60546875,9329.34324963191,
10244,14,2,4528,,394.9528,2584174.359375,7157.20971145595,
10245,1,1,4517,,382.521,2203189.03125,7499.92617784698,
10246,1,3,4500,,381.7293,2519469.9140625,9150.46965019292,
10247,14,3,904,,367.6512,2182169.28515625,6941.28740789009,
10248,14,3,904,,356.7215,2116929.953125,6997.86757477372,
10249,14,2,4499,,356.0251,2137872.51953125,7117.90678004617,
10250,9,3,4508,8.0,352.6644,2156966.5703125,7060.18383943187,1.0
10251,5,1,4529,,341.1799,2319240.9609375,5893.58987072228,
10252,14,2,4507,,339.6783,2011451.546875,10794.5523571945,
10253,6,3,4530,,327.9876,2226424.828125,6385.49804855775,0.0
10254,9,4,4531,6.0,321.4325,1897837.95703125,5649.1394213251,7.0
10255,14,1,904,,281.2369,1803253.3046875,7612.06059515986,
10256,11,1,4517,,280.7119,1965228.44921875,7603.69081263047,
10257,14,2,4532,,257.2049,1532951.078125,5764.05840503342,
10258,2,1,4533,,256.8094,1746958.22265625,5712.59167904128,
10259,14,1,4534,,248.9275,1441310.66796875,7427.44931202689,
10260,1,3,4502,,240.2207,1638479.15625,5960.36670251468,6.0
10261,14,3,904,,217.7355,1306274.203125,6075.3084227427,
10262,14,3,904,,203.9833,1211869.87890625,5470.20105897127,
10263,7,1,4522,,197.3889,1134991.18359375,5547.34470830909,
10264,1,4,904,,195.1599,1273665.0390625,5221.79532109362,
10265,1,3,4518,8.0,185.8062,1355075.46875,6160.92781323053,1.0
10266,14,1,904,,184.9897,1089666.78125,5887.38490374143,
10267,2,5,4535,8.0,180.0306,1096207.4609375,6354.90718583981,0.0
10268,14,2,4526,,178.8913,1071291.90234375,6016.95677588862,
10269,1,4,904,,163.8734,1060987.88671875,5529.92379199378,
10270,14,5,4536,8.0,159.1966,985011.43359375,4520.94054593625,1.0
10271,1,3,4500,,148.1373,1014502.11328125,3972.4778811023,0.0
10272,7,3,4535,8.0,134.8083,825901.1640625,3969.60295989756,1.0
10273,14,2,4520,,127.8011,757976.00390625,3894.04700544555,
10274,14,3,904,,119.3978,699023.74609375,3648.68251927877,
10275,14,5,904,8.0,112.4256,786366.7265625,5190.21638109289,
10276,14,2,4503,,110.918,657203.78515625,7150.84118926725,
10277,1,3,4502,8.0,110.4754,677087.73046875,3358.18694217874,3.0
10278,14,3,904,,109.4485,653662.90625,3376.73763990143,
10279,14,2,4526,,105.6958,630327.28125,3684.97038230446,
10280,1,3,904,,103.0386,736064.8828125,3633.98300133769,
10281,14,2,4535,,101.4087,592259.52734375,3282.04512133288,
10282,4,3,4500,8.0,100.7254,649300.90625,3475.38744662774,10.0
10283,14,2,4537,,100.4251,602134.38671875,3070.24456822844,
10284,9,1,4538,,92.8801,535000.12890625,3654.46413042037,
10285,5,3,4539,,92.55575,625061.6484375,3541.92558379238,
10286,1,3,4499,8.0,90.09352,622579.4453125,3141.58696570325,7.0
10287,14,2,4525,,89.0965,582236.27734375,3984.54070050633,
10288,14,2,4540,,89.07948,530227.609375,3803.96516382184,
10289,1,3,4541,8.0,80.28857,584108.015625,4138.36502071273,1.0
10290,1,3,4517,8.0,79.98314,578886.828125,3075.93909380908,3.0
10291,1,4,904,,76.08869,491776.453125,2963.64633298628,
10292,1,4,4499,8.0,76.08321,491740.98828125,2963.91327269518,90.0
10293,1,3,4542,8.0,72.22158,524689.40625,3415.1529308877,4.0
10294,9,3,4543,8.0,69.62275,426273.23828125,2575.20305342625,3.0
10295,14,2,4525,,65.59923,428604.64453125,2799.26941306196,
10296,5,3,4544,8.0,63.56185,410954.17578125,2493.41609994577,2.0
10297,14,1,4545,,63.33942,362129.06640625,2947.75515295493,
10298,1,3,4546,,55.52351,360122.66796875,2497.7775208805,
10299,14,2,4531,,49.77935,294805.05078125,2325.09819625172,
10300,14,1,4545,,49.34811,285140.0390625,3005.77471711017,
10301,14,2,4547,,48.49553,317268.2578125,2478.07422838991,
10302,4,3,4513,,45.83294,286499.74609375,2608.28916597089,
10303,5,3,4548,8.0,45.49623,311820.95703125,2444.69030750746,1.0
10304,14,3,904,,44.8172,266632.54296875,2047.81712457996,
10305,7,3,4549,8.0,43.21523,256161.734375,2041.17435800337,1.0
10306,7,3,4550,8.0,42.88611,293863.16015625,2342.50753585354,3.0
10307,14,1,4540,,41.92545,254681.14453125,2653.42827108213,
10308,1,3,4551,,36.28924,248200.15625,2043.46053251402,0.0
10309,5,3,4552,8.0,35.0346,253523.53515625,1929.3716232559,4.0
10310,1,4,904,,34.97806,226524.80078125,1687.45374468803,
10311,1,4,904,,34.97722,227809.25,1693.50335672047,
10312,14,2,4503,,30.08268,177474.8046875,2820.86442060359,
10313,9,1,4533,,30.02529,204186.71875,3452.75878690671,
10314,1,4,4527,8.0,29.1405,184365.47265625,2174.77016103314,5.0
10315,14,5,904,8.0,26.42931,182495.30078125,1970.80038990909,
10316,9,3,904,,26.11357,168052.02734375,1587.95263865838,
10317,3,3,4553,8.0,25.29145,173741.34765625,1686.02185479457,2.0
10318,4,3,4554,8.0,20.97363,130252.80859375,1356.46946969765,2.0
10319,9,3,4555,8.0,20.71405,131732.2109375,1380.73578741411,1.0
10320,2,3,4511,8.0,20.65622,134553.8515625,1409.30276542324,1.0
10321,1,3,4517,8.0,19.91926,138406.8671875,1535.36991350388,2.0
10322,14,3,904,,19.85215,117936.77734375,1582.1954818972,
10323,5,3,4539,8.0,19.2792,129706.734375,1537.27872699316,0.0
10324,1,4,904,,19.23903,125638.59375,1357.2706198624,
10325,1,3,4556,,17.63301,108536.7109375,1457.21851103827,
10326,14,2,4557,,15.07675,89348.41015625,1228.54443433998,
10327,1,4,904,,14.99301,97059.69921875,1104.91418242317,
10328,1,3,4527,6.0,14.02978,92294.57421875,1117.69833175917,6.0
10329,14,2,4558,,13.96806,82008.66796875,1865.02270698943,
10330,1,4,904,,13.63363,88244.1484375,1152.19182079385,
10331,1,3,4529,8.0,13.5423,87403.73046875,1086.04796117238,79.0
10332,1,3,4499,,13.03489,88379.34765625,1263.2129425911,5.0
10333,1,4,904,,12.99274,84099.421875,1028.53568734922,
10334,1,4,4527,8.0,12.45632,78288.4296875,1420.34007541395,5.0
10335,1,3,4559,6.0,12.4063,81344.94140625,1077.51562343128,10.0
10336,1,4,904,,9.993914,64878.58984375,904.016047563884,
10337,1,3,4517,8.0,8.838094,61264.578125,1016.6691568661,1.0
10338,14,2,4512,,8.831718,52124.2578125,1215.00977282654,
10339,14,2,4560,,8.662751,51193.16015625,937.153789168502,
10340,14,3,904,,8.443496,50159.2578125,921.113546060687,
10341,14,5,904,8.0,8.002193,56286.01171875,1102.99931424348,
10342,1,4,904,,7.994256,52141.70703125,811.950860448874,
10343,5,3,4561,8.0,7.983706,53335.1328125,832.582518235784,0.0
10344,1,3,4562,8.0,7.150823,51532.4609375,927.784855886396,4.0
10345,1,4,904,,6.996281,45558.7265625,759.899614088102,
10346,1,4,904,,6.99409,45395.9921875,755.900794997506,
10347,7,3,4504,8.0,6.970553,48784.36328125,783.96934007083,1.0
10348,1,8,4563,4.0,6.924885,41679.19921875,827.458545464257,0.0
10349,5,3,4564,8.0,6.878623,43987.2890625,821.961968756728,1.0
10350,8,3,4565,8.0,5.974004,43378.8671875,739.260346219298,0.0
10351,14,2,4566,,5.469895,32636.125,768.75705423919,
10352,1,3,4499,8.0,4.979073,34551.93359375,659.773110826898,0.0
10353,14,2,4567,,4.904059,29028.33203125,714.861800621279,
10354,1,3,4518,,4.291088,29310.953125,761.636683450297,
10355,5,3,4512,8.0,3.983001,27924.00390625,593.126646313278,0.0
10356,1,3,4502,8.0,3.283993,23901.94921875,583.207427564734,1.0
10357,1,3,4499,8.0,2.987304,20728.546875,511.025753243651,1.0
10358,9,3,4568,8.0,2.987235,21212.0859375,516.951381071365,1.0
10359,14,2,4566,,1.796204,10641.39453125,388.201286212633,
10360,14,1,4569,,15808.05,92067204.5195313,51946.1867701989,
10361,9,3,4570,8.0,13478.79,78666212.71875,55101.1668221318,5.0
10362,7,3,4571,8.0,11800.01,75229980.9296875,54000.2332897749,6.0
10363,14,1,4572,,9750.372,59589919.1210938,40138.7030567264,
10364,7,3,4569,8.0,8383.674,53194528.109375,43846.1328163873,11.0
10365,9,3,4573,8.0,7752.358,45363838.3867188,44628.3024912931,8.0
